date,mean_ch4
2024-05-16,1848.1298486525077
2024-05-16,1882.9405082982498
2024-05-17,1849.748472525106
2024-05-17,1891.1182333647357
2024-05-17,1878.6196863267778
2024-05-18,1849.3671538314566
2024-05-18,1893.0911243169191
2024-05-18,1879.673430989275
2024-05-19,1887.6966401086809
2024-05-19,1879.9714833401174
2024-05-20,1871.9555381354623
2024-05-20,1884.4920354456367
2024-05-21,1875.831368852436
2024-05-21,1884.6773742008506
2024-05-22,1863.5870627723507
2024-05-22,1872.2082645465782
2024-05-22,1850.8570100802824
2024-05-23,1872.1905438933097
2024-05-23,1850.8481064233226
2024-05-24,1856.2461737289416
2024-05-24,1874.750117127323
2024-05-25,1851.4655145046543
2024-05-25,1870.7429788457366
2024-05-26,1851.9115959917842
2024-05-26,1862.1340565358196
2024-05-26,1877.6323654790478
2024-05-27,1859.094811385556
2024-05-27,1871.5795654285396
2024-05-28,1855.6299248980395
2024-05-28,1878.52775653881
2024-05-28,1862.1930612178153
2024-05-29,1828.672883950915
2024-05-29,1864.7004728893053
2024-05-29,1861.2006566870318
2024-05-30,1855.1977324284637
2024-05-30,1861.7446180905079
2024-05-30,1851.9119011896623
2024-05-31,1840.9387576232834
2024-05-31,1853.4936299371539
2024-05-31,1863.763923603491
2024-06-01,1844.6872568626638
2024-06-01,1867.185475948411
2024-06-02,1834.5723912247101
2024-06-02,1863.1640181589137
2024-06-03,1849.0025466349675
2024-06-04,1826.9432290805216
2024-06-04,1859.2433305689037
2024-06-04,1867.557800654721
2024-06-05,1860.0135216268911
2024-06-05,1864.858415432528
2024-06-05,1858.6319637030356
2024-06-06,1857.4700693756192
2024-06-06,1837.900224237318
2024-06-07,1847.0371539111663
2024-06-07,1836.920140837564
2024-06-08,1826.826308131434
2024-06-08,1838.4175849151482
2024-06-09,1825.3889950022556
2024-06-10,1817.4712269124846
2024-06-10,1858.0085969766499
2024-06-11,1825.0785109964854
2024-06-12,1824.5410213751734
2024-06-12,1829.1592725663597
2024-06-13,1836.889175519443
2024-06-14,1823.729491549874
2024-06-15,1832.6832946892548
2024-06-15,1823.944023954765
2024-06-16,1842.534180511141
2024-06-16,1848.6135301879608
2024-06-17,1850.1278350468813
2024-06-18,1864.2998073631763
2024-06-19,1834.8086303790083
2024-06-19,1875.5316560472593
2024-06-20,1836.8804738712631
2024-06-20,1876.7764837968446
2024-06-21,1842.3172585166747
2024-06-21,1868.149304531709
2024-06-22,1806.7453171979282
2024-06-22,1850.5875379556107
2024-06-23,1823.8009029927584
2024-06-23,1834.7666768355139
2024-06-24,1869.7301185121698
2024-06-24,1856.7429782821216
2024-06-25,1829.8726640864384
2024-06-25,1861.6961643594639
2024-06-25,1862.7311147216992
2024-06-26,1882.0308216274009
2024-06-26,1884.9398673593157
2024-06-27,1839.327043776814
2024-06-27,1857.2945195248117
2024-06-27,1867.3606645957793
2024-06-28,1845.2553040202897
2024-06-28,1850.416316832532
2024-06-29,1854.170505158197
2024-06-29,1857.8681882968904
2024-06-30,1851.6975241475839
2024-06-30,1855.4742789050247
2024-07-01,1748.697775860393
2024-07-01,1847.837104970431
2024-07-02,1823.95602700936
2024-07-03,1823.3889142761136
2024-07-04,1823.627412941244
2024-07-05,1817.8241445749268
2024-07-05,1803.6889171161122
2024-07-06,1806.718813480752
2024-07-07,1863.8723841591266
2024-07-08,1789.0319114371027
2024-07-08,1843.323665738601
2024-07-09,1815.2259093653645
2024-07-09,1856.6788446747826
2024-07-10,1809.3621925134828
2024-07-10,1851.1298094693113
2024-07-12,1854.0197811838045
2024-07-12,1861.1623703285231
2024-07-13,1824.4206384085467
2024-07-13,1851.9071769798968
2024-07-14,1840.2802471516668
2024-07-14,1857.9764657257747
2024-07-14,1856.1798017343983
2024-07-15,1851.3135403965914
2024-07-15,1873.0036718483548
2024-07-16,1838.0322420220625
2024-07-17,1853.6294536131466
2024-07-17,1874.8460757472706
2024-07-18,1881.1424587865674
2024-07-18,1862.5353588355576
2024-07-19,1872.6784133004696
2024-07-20,1872.009136856363
2024-07-20,1871.6224034110041
2024-07-21,1851.1580179617606
2024-07-21,1871.7122204008783
2024-07-21,1862.0185025293313
2024-07-22,1853.5101440975432
2024-07-22,1873.2608715859626
2024-07-22,1816.194718947256
2024-07-23,1856.6606313490047
2024-07-23,1856.699546449918
2024-07-23,1845.4715915720508
2024-07-24,1890.1164400035073
2024-07-25,1879.292359018814
2024-07-26,1843.0826184092405
2024-07-27,1847.0769113395454
2024-07-27,1829.220902851501
2024-07-28,1859.779154013679
2024-07-29,1823.5843544052293
2024-07-29,1870.2712838152397
2024-07-31,1863.2118651741305
2024-07-31,1876.9005531459225
2024-08-01,1850.9191262567258
2024-08-01,1863.6670030106607
2024-08-02,1834.5022251545251
2024-08-02,1852.937746874155
2024-08-03,1870.1668085338397
2024-08-03,1883.2272053071256
2024-08-03,1876.8056795580221
2024-08-04,1871.600569526354
2024-08-04,1877.9885746882667
2024-08-04,1883.1540290930016
2024-08-05,1870.6299351293142
2024-08-05,1856.3780253754273
2024-08-06,1897.0435640020705
2024-08-06,1883.1527190082459
2024-08-06,1861.5752351972849
2024-08-07,1886.7863608381692
2024-08-07,1887.7347808883142
2024-08-07,1863.453363004972
2024-08-08,1896.186095708198
2024-08-08,1888.0116929142116
2024-08-08,1874.1420765005514
2024-08-09,1854.1994075386422
2024-08-09,1820.2885445646516
2024-08-10,1876.1677007772098
2024-08-11,1861.05248750453
2024-08-11,1859.511043894296
2024-08-12,1860.9207983672288
2024-08-12,1876.81999880129
2024-08-13,1916.8466848316118
2024-08-13,1871.978966348989
2024-08-13,1863.3658725439557
2024-08-14,1864.3209723505406
2024-08-14,1878.7886277641626
2024-08-14,1873.8719889848132
2024-08-15,1882.1127524264004
2024-08-16,1778.972040162107
2024-08-16,1841.3189635431565
2024-08-16,1819.7673449118731
2024-08-17,1845.6510214157752
2024-08-17,1846.1277177698405
2024-08-17,1865.8835782226404
2024-08-18,1838.4288902763515
2024-08-18,1850.1252046927186
2024-08-19,1872.9394044568426
2024-08-19,1880.4400559948997
2024-08-20,1839.249332444697
2024-08-20,1854.2055046088908
2024-08-20,1864.174834057932
2024-08-22,1825.1183206723454
2024-08-22,1842.9041796864096
2024-08-23,1843.7379117905955
2024-08-23,1842.7734288241581
2024-08-24,1871.6074879512541
2024-08-24,1861.5389029646797
2024-08-25,1873.5839466644063
2024-08-26,1854.325025098415
2024-08-26,1888.7747738617354
2024-08-27,1869.2945365777323
2024-08-27,1857.092431113301
2024-08-28,1862.6653783340703
2024-08-28,1880.4992078015844
2024-08-29,1782.0698815499477
2024-08-29,1862.5850414345612
2024-08-29,1870.8421282615243
2024-08-30,1858.9579981260015
2024-08-30,1877.7955931379565
2024-08-31,1845.0442511803838
2024-08-31,1810.6975735608926
2024-08-31,1890.0740175215058
2024-09-01,1844.056984071872
2024-09-01,1861.4870867629527
2024-09-01,1865.8656985701002
2024-09-02,1866.305320711804
2024-09-03,1880.0519539548914
2024-09-03,1863.8823382500345
2024-09-04,1865.1890651438016
2024-09-04,1868.828965921954
2024-09-05,1872.0621700200643
2024-09-05,1897.4923985323555
2024-09-06,1883.4110736637347
2024-09-06,1891.447333087584
2024-09-06,1892.2219807188462
2024-09-07,1863.4077158454857
2024-09-07,1896.1009884348136
2024-09-07,1875.5607114268118
2024-09-08,1833.4074724786722
2024-09-08,1879.4505226364074
2024-09-08,1869.7540708421818
2024-09-09,1873.474498312153
2024-09-09,1871.1094167374133
2024-09-10,1872.2391421676457
2024-09-10,1865.147469256544
2024-09-11,1793.9184555044703
2024-09-12,1879.19792838176
2024-09-12,1859.5672567373306
2024-09-13,1813.2246322726853
2024-09-13,1872.299567701259
2024-09-14,1868.8914747900035
2024-09-14,1866.192541882983
2024-09-14,1865.2542877625026
2024-09-15,1897.7228632175982
2024-09-15,1859.131002960761
2024-09-15,1859.142275219086
2024-09-16,1845.7182880727976
2024-09-16,1859.2175350941811
2024-09-17,1820.4453297660082
2024-09-17,1858.9380576604356
2024-09-18,1859.5415203480256
2024-09-18,1880.7497622946394
2024-09-19,1889.8245689095534
2024-09-19,1885.8502735432314
2024-09-20,1856.0766092563947
2024-09-20,1890.2974809867535
2024-09-20,1889.4993873308783
2024-09-21,1877.4939687126528
2024-09-21,1901.0907807843014
2024-09-22,1876.042643815173
2024-09-22,1872.2436000838277
2024-09-22,1918.4678952421975
2024-09-23,1861.6209608492525
2024-09-23,1893.631442927296
2024-09-26,1882.3676167135754
2024-09-26,1860.1138106036008
2024-09-27,1903.6328159610375
2024-09-28,1854.7677888629705
2024-09-28,1866.9068165045032
2024-09-29,1888.1453765514734
2024-09-29,1876.2698443257796
2024-09-30,1889.2603047805849
2024-09-30,1872.8093388245736
2024-10-01,1886.6305234967963
2024-10-01,1875.0933704104054
2024-10-02,1916.1605623198582
2024-10-02,1876.5821359725967
2024-10-03,1894.9478380887472
2024-10-03,1878.195408574929
2024-10-04,1897.53914953236
2024-10-04,1882.5024331516559
2024-10-05,1886.0041498139624
2024-10-05,1890.883671980255
2024-10-06,1873.0079055968288
2024-10-06,1880.1079418571717
2024-10-07,1850.789248616843
2024-10-11,1889.88385310899
2024-10-11,1873.1424064123062
2024-10-12,1902.4373392700475
2024-10-12,1858.3989201420604
2024-10-14,1866.5615577157812
2024-10-15,1902.6674356758583
2024-10-15,1890.0543698955807
2024-10-17,1909.003459038151
2024-10-17,1898.0440661440923
2024-10-18,1759.1441502468851
2024-10-19,1901.8420989711014
2024-10-20,1881.6791450758121
2024-10-20,1891.9414045435672
2024-10-22,1889.0386567955613
2024-10-23,1916.9377931786657
2024-10-24,1894.7205330284019
2024-10-25,1860.224116470516
